Datetime,Activity_Type,Heart rate,Calories burned,Exercise duration,Sleep duration,Sleep type duration,Floors climbed
22,No Physical Activity,71,0,0,0,0,0
22,Running,154,10,16486,0,0,0
22,Running,159,10,14974,0,0,0
22,No Physical Activity,65,0,0,0,0,0
22,Running,150,20,17115,0,0,0
22,Running,158,10,12861,0,0,0
22,Running,148,30,20428,0,0,0
22,Running,142,40,29342,0,0,0
9,Running,126,130,101071,0,0,0
0,Running,110,116,43885,0,0,0
0,Running,110,113,44935,0,0,0
0,Running,108,107,38705,0,0,0
0,Running,109,123,47525,0,0,0
0,Running,107,140,46299,0,0,0
0,Running,107,150,46379,0,0,0
0,Running,105,150,44646,0,0,0
1,Light Sleep,56,0,0,6,9,0
1,Light Sleep,56,0,0,4,6,0
1,REM Sleep,56,0,0,2,2,0
2,Running,120,110,68608,0,0,0
2,Light Sleep,57,0,0,12,17,0
2,Light Sleep,56,0,0,7,11,0
2,REM Sleep,59,0,0,0,0,0
3,Floors Climbed,59,0,0,0,0,1
4,No Physical Activity,62,0,0,0,0,0
4,No Physical Activity,61,0,0,0,0,0
4,Running,124,110,78920,0,0,0
4,Light Sleep,64,0,0,0,0,0
5,No Physical Activity,61,0,0,0,0,0
5,Running,120,10,9098,0,0,0
5,No Physical Activity,60,0,0,0,0,0
5,Running,119,10,9121,0,0,0
6,No Physical Activity,63,0,0,0,0,0
6,Running,120,10,9252,0,0,0
7,Floors Climbed,61,0,0,0,0,1
7,No Physical Activity,64,0,0,0,0,0
7,Light Sleep,65,0,0,1,1,0
8,No Physical Activity,65,0,0,0,0,0
9,Floors Climbed,67,0,0,0,0,1
10,Floors Climbed,69,0,0,0,0,1
10,No Physical Activity,66,0,0,0,0,0
11,No Physical Activity,66,0,0,0,0,0
13,No Physical Activity,67,0,0,0,0,0
14,No Physical Activity,71,0,0,0,0,0
15,No Physical Activity,62,0,0,0,0,0
16,Running,136,10,8649,0,0,0
19,Running,134,10,7959,0,0,0
19,No Physical Activity,76,0,0,0,0,0
20,No Physical Activity,63,0,0,0,0,0
20,Running,154,20,31720,0,0,0
21,No Physical Activity,68,0,0,0,0,0
22,Running,172,30,37069,0,0,0
22,No Physical Activity,70,0,0,0,0,0
22,Running,170,20,20246,0,0,0
22,No Physical Activity,71,0,0,0,0,0
22,No Physical Activity,71,0,0,0,0,0
22,No Physical Activity,71,0,0,0,0,0
22,No Physical Activity,69,0,0,0,0,0
22,No Physical Activity,80,0,0,0,0,0
11,Floors Climbed,73,0,0,0,0,1
3,REM Sleep,62,0,0,1,3,0
4,Light Sleep,69,0,0,10,19,0
4,Light Sleep,66,0,0,7,13,0
4,REM Sleep,63,0,0,4,8,0
4,REM Sleep,62,0,0,2,4,0
4,REM Sleep,65,0,0,0,1,0
5,Light Sleep,73,0,0,13,25,0
6,Light Sleep,77,0,0,14,28,0
6,Light Sleep,69,0,0,0,0,0
8,Light Sleep,79,0,0,14,28,0
9,Light Sleep,81,0,0,14,26,0
11,Light Sleep,82,0,0,12,25,0
12,Light Sleep,83,0,0,12,23,0
13,Light Sleep,83,0,0,11,22,0
13,Light Sleep,83,0,0,11,22,0
14,Light Sleep,83,0,0,11,21,0
15,Light Sleep,83,0,0,11,20,0
15,Light Sleep,83,0,0,11,21,0
16,Light Sleep,84,0,0,9,17,0
16,Light Sleep,84,0,0,10,18,0
17,Light Sleep,85,0,0,7,15,0
17,Light Sleep,85,0,0,8,16,0
18,REM Sleep,85,0,0,6,14,0
18,Light Sleep,85,0,0,6,14,0
1,Light Sleep,58,0,0,7,11,0
1,Light Sleep,56,0,0,5,7,0
1,REM Sleep,56,0,0,2,3,0
1,REM Sleep,58,0,0,1,1,0
2,Light Sleep,59,0,0,8,15,0
3,Floors Climbed,52,0,0,0,0,1
3,Light Sleep,57,0,0,6,12,0
3,Light Sleep,57,0,0,4,9,0
3,REM Sleep,57,0,0,3,7,0
3,Light Sleep,63,0,0,0,0,0
3,REM Sleep,56,0,0,3,6,0
3,Light Sleep,50,0,0,5,8,0
3,REM Sleep,55,0,0,2,5,0
3,Light Sleep,50,0,0,5,7,0
3,REM Sleep,54,0,0,2,4,0
3,Light Sleep,50,0,0,4,6,0
3,REM Sleep,51,0,0,3,4,0
3,REM Sleep,52,0,0,2,4,0
5,Floors Climbed,55,0,0,0,0,1
6,Light Sleep,65,0,0,1,1,0
8,Floors Climbed,67,0,0,0,0,1
11,No Physical Activity,56,0,0,0,0,0
18,No Physical Activity,58,0,0,0,0,0
20,Running,124,110,71288,0,0,0
21,No Physical Activity,63,0,0,0,0,0
22,No Physical Activity,74,0,0,0,0,0
22,No Physical Activity,70,0,0,0,0,0
22,Running,150,10,11164,0,0,0
22,Running,152,10,11817,0,0,0
22,Running,150,10,13223,0,0,0
22,Running,146,20,16912,0,0,0
22,Running,142,30,25034,0,0,0
22,Running,134,60,40660,0,0,0
14,Walking,93,150,116978,0,0,0
0,Running,110,117,45032,0,0,0
0,Running,112,115,45644,0,0,0
0,Running,112,110,42551,0,0,0
1,Running,118,140,87695,0,0,0
2,Running,120,120,84550,0,0,0
5,Running,120,120,92966,0,0,0
8,Running,122,140,118170,0,0,0
15,No Physical Activity,73,0,0,0,0,0
18,Floors Climbed,75,0,0,0,0,1
21,Running,158,20,40621,0,0,0
22,Running,170,20,35865,0,0,0
22,Running,166,10,15771,0,0,0
22,No Physical Activity,78,0,0,0,0,0
6,Light Sleep,72,0,0,7,16,0
6,Light Sleep,69,0,0,6,12,0
6,REM Sleep,67,0,0,4,9,0
6,REM Sleep,66,0,0,2,5,0
6,REM Sleep,66,0,0,1,3,0
7,Light Sleep,75,0,0,9,20,0
7,REM Sleep,69,0,0,0,1,0
8,Light Sleep,77,0,0,10,22,0
9,Light Sleep,79,0,0,10,22,0
10,Light Sleep,81,0,0,10,22,0
10,Light Sleep,73,0,0,0,0,0
11,Light Sleep,82,0,0,10,22,0
12,Light Sleep,83,0,0,10,22,0
13,Light Sleep,84,0,0,11,22,0
13,Light Sleep,83,0,0,11,22,0
14,Light Sleep,84,0,0,11,22,0
14,Light Sleep,84,0,0,11,22,0
15,Light Sleep,84,0,0,11,20,0
16,Light Sleep,84,0,0,10,18,0
16,Light Sleep,84,0,0,10,20,0
17,Light Sleep,85,0,0,7,15,0
17,Light Sleep,85,0,0,8,16,0
18,REM Sleep,85,0,0,6,14,0
18,Light Sleep,85,0,0,7,14,0
1,Light Sleep,57,0,0,4,7,0
1,Light Sleep,56,0,0,3,4,0
1,REM Sleep,57,0,0,1,1,0
2,Light Sleep,57,0,0,6,10,0
2,Light Sleep,57,0,0,5,9,0
2,REM Sleep,58,0,0,2,3,0
2,Light Sleep,54,0,0,4,7,0
2,Light Sleep,53,0,0,3,6,0
3,Light Sleep,51,0,0,11,14,0
3,Light Sleep,60,0,0,7,7,0
3,REM Sleep,62,0,0,1,1,0
3,Light Sleep,59,0,0,2,2,0
3,Light Sleep,51,0,0,6,9,0
3,Light Sleep,51,0,0,4,7,0
4,No Physical Activity,62,0,0,0,0,0
4,No Physical Activity,61,0,0,0,0,0
4,Floors Climbed,54,0,0,0,0,1
4,Floors Climbed,64,0,0,0,0,1
5,No Physical Activity,60,0,0,0,0,0
5,Running,120,10,9022,0,0,0
5,No Physical Activity,60,0,0,0,0,0
5,No Physical Activity,60,0,0,0,0,0
6,No Physical Activity,61,0,0,0,0,0
6,Running,120,10,9034,0,0,0
6,Light Sleep,65,0,0,1,1,0
6,Light Sleep,65,0,0,0,0,0
7,No Physical Activity,63,0,0,0,0,0
8,Floors Climbed,68,0,0,0,0,1
8,No Physical Activity,64,0,0,0,0,0
8,Floors Climbed,65,0,0,0,0,1
9,No Physical Activity,56,0,0,0,0,0
9,No Physical Activity,65,0,0,0,0,0
9,Floors Climbed,68,0,0,0,0,1
9,Floors Climbed,66,0,0,0,0,1
10,No Physical Activity,66,0,0,0,0,0
10,Floors Climbed,68,0,0,0,0,1
11,Floors Climbed,69,0,0,0,0,1
12,No Physical Activity,67,0,0,0,0,0
15,No Physical Activity,68,0,0,0,0,0
16,No Physical Activity,68,0,0,0,0,0
16,Walking,94,130,98616,0,0,0
17,No Physical Activity,57,0,0,0,0,0
18,No Physical Activity,67,0,0,0,0,0
20,No Physical Activity,70,0,0,0,0,0
20,Running,128,90,58722,0,0,0
21,No Physical Activity,61,0,0,0,0,0
21,No Physical Activity,68,0,0,0,0,0
22,No Physical Activity,72,0,0,0,0,0
22,Running,149,10,11022,0,0,0
22,No Physical Activity,72,0,0,0,0,0
22,Running,150,10,13336,0,0,0
22,No Physical Activity,74,0,0,0,0,0
22,No Physical Activity,73,0,0,0,0,0
22,Running,148,20,16206,0,0,0
22,No Physical Activity,72,0,0,0,0,0
22,No Physical Activity,70,0,0,0,0,0
22,Running,144,30,21764,0,0,0
22,Running,136,50,33494,0,0,0
10,Running,126,130,109976,0,0,0
0,Running,110,117,43791,0,0,0
0,Running,110,107,41656,0,0,0
0,Running,110,115,46235,0,0,0
0,Running,110,127,47308,0,0,0
0,Running,108,137,45459,0,0,0
0,Running,108,140,45231,0,0,0
1,Light Sleep,53,0,0,8,7,0
1,Light Sleep,51,0,0,7,5,0
1,Light Sleep,50,0,0,5,4,0
1,Light Sleep,49,0,0,4,3,0
1,Floors Climbed,54,0,0,0,0,1
1,Floors Climbed,54,0,0,0,0,1
1,Floors Climbed,54,0,0,0,0,1
1,Floors Climbed,55,0,0,0,0,1
1,Floors Climbed,55,0,0,0,0,1
1,No Physical Activity,56,0,0,0,0,0
1,Running,116,130,77542,0,0,0
2,Light Sleep,61,0,0,13,14,0
2,Light Sleep,58,0,0,11,11,0
2,Light Sleep,56,0,0,10,9,0
2,Light Sleep,49,0,0,4,3,0
2,Floors Climbed,54,0,0,0,0,1
2,Light Sleep,51,0,0,3,3,0
2,No Physical Activity,58,0,0,0,0,0
2,Running,120,110,76284,0,0,0
3,Light Sleep,67,0,0,15,21,0
3,Light Sleep,64,0,0,14,18,0
3,No Physical Activity,59,0,0,0,0,0
3,No Physical Activity,58,0,0,0,0,0
4,Light Sleep,72,0,0,16,30,0
4,Light Sleep,70,0,0,16,26,0
4,No Physical Activity,62,0,0,0,0,0
4,No Physical Activity,61,0,0,0,0,0
4,No Physical Activity,62,0,0,0,0,0
4,No Physical Activity,60,0,0,0,0,0
5,Light Sleep,74,0,0,17,34,0
5,No Physical Activity,65,0,0,0,0,0
5,No Physical Activity,64,0,0,0,0,0
5,No Physical Activity,62,0,0,0,0,0
5,No Physical Activity,61,0,0,0,0,0
5,No Physical Activity,63,0,0,0,0,0
5,Running,122,120,87774,0,0,0
6,Light Sleep,76,0,0,18,37,0
6,Running,140,10,8670,0,0,0
6,No Physical Activity,68,0,0,0,0,0
6,Running,140,10,8405,0,0,0
6,No Physical Activity,67,0,0,0,0,0
6,No Physical Activity,66,0,0,0,0,0
6,No Physical Activity,67,0,0,0,0,0
6,No Physical Activity,65,0,0,0,0,0
7,Light Sleep,77,0,0,19,39,0
7,Running,146,10,9197,0,0,0
7,Running,144,10,8930,0,0,0
7,No Physical Activity,70,0,0,0,0,0
8,Light Sleep,77,0,0,19,40,0
8,Running,150,10,9681,0,0,0
8,No Physical Activity,73,0,0,0,0,0
8,Light Sleep,67,0,0,5,3,0
8,Light Sleep,66,0,0,2,1,0
9,Light Sleep,77,0,0,19,39,0
9,Floors Climbed,68,0,0,0,0,1
9,Floors Climbed,66,0,0,0,0,1
10,Light Sleep,77,0,0,19,37,0
10,Running,154,10,10984,0,0,0
10,Floors Climbed,70,0,0,0,0,1
10,Running,152,10,9001,0,0,0
12,Light Sleep,77,0,0,17,34,0
12,Running,158,10,13884,0,0,0
12,Running,162,10,10694,0,0,0
13,Light Sleep,77,0,0,16,30,0
13,No Physical Activity,70,0,0,0,0,0
14,No Physical Activity,76,0,0,0,0,0
14,Light Sleep,78,0,0,14,27,0
15,Light Sleep,78,0,0,13,23,0
15,Running,168,10,11901,0,0,0
16,Light Sleep,79,0,0,11,20,0
16,Running,158,20,17008,0,0,0
17,Light Sleep,80,0,0,8,15,0
17,Light Sleep,80,0,0,10,17,0
17,No Physical Activity,75,0,0,0,0,0
18,Light Sleep,81,0,0,7,12,0
18,No Physical Activity,76,0,0,0,0,0
19,Light Sleep,80,0,0,5,9,0
19,Light Sleep,81,0,0,6,10,0
19,Running,172,10,11255,0,0,0
20,Light Sleep,78,0,0,5,9,0
20,No Physical Activity,81,0,0,0,0,0
20,Running,156,20,16100,0,0,0
21,Running,162,10,12196,0,0,0
22,Running,173,15,13466,0,0,0
22,Running,172,20,16209,0,0,0
22,Running,157,15,17558,0,0,0
22,Running,158,20,16817,0,0,0
22,Running,158,20,15631,0,0,0
1,Light Sleep,57,0,0,10,14,0
1,Light Sleep,56,0,0,6,9,0
1,REM Sleep,55,0,0,2,3,0
1,Light Sleep,55,0,0,4,6,0
1,REM Sleep,57,0,0,1,1,0
2,Floors Climbed,59,0,0,0,0,1
3,Light Sleep,61,0,0,9,10,0
3,Light Sleep,60,0,0,3,3,0
3,Light Sleep,62,0,0,0,0,0
4,No Physical Activity,62,0,0,0,0,0
4,Floors Climbed,65,0,0,0,0,1
4,No Physical Activity,61,0,0,0,0,0
4,REM Sleep,62,0,0,1,1,0
5,Floors Climbed,63,0,0,0,0,1
5,No Physical Activity,67,0,0,0,0,0
5,No Physical Activity,61,0,0,0,0,0
5,Running,120,10,9101,0,0,0
5,No Physical Activity,62,0,0,0,0,0
5,No Physical Activity,61,0,0,0,0,0
6,No Physical Activity,70,0,0,0,0,0
6,No Physical Activity,69,0,0,0,0,0
6,No Physical Activity,66,0,0,0,0,0
6,No Physical Activity,63,0,0,0,0,0
6,Running,119,10,9365,0,0,0
6,Light Sleep,64,0,0,1,1,0
6,Light Sleep,65,0,0,1,0,0
7,Running,146,10,8807,0,0,0
7,Running,144,10,8341,0,0,0
7,No Physical Activity,65,0,0,0,0,0
7,No Physical Activity,64,0,0,0,0,0
8,Running,152,10,10291,0,0,0
8,Running,148,10,9428,0,0,0
8,No Physical Activity,64,0,0,0,0,0
8,Floors Climbed,67,0,0,0,0,1
8,Floors Climbed,66,0,0,0,0,1
9,Running,154,10,11547,0,0,0
9,Floors Climbed,68,0,0,0,0,1
9,Floors Climbed,68,0,0,0,0,1
9,No Physical Activity,66,0,0,0,0,0
10,No Physical Activity,68,0,0,0,0,0
10,Floors Climbed,68,0,0,0,0,1
10,No Physical Activity,67,0,0,0,0,0
10,No Physical Activity,65,0,0,0,0,0
11,Running,158,10,13613,0,0,0
11,No Physical Activity,66,0,0,0,0,0
11,No Physical Activity,68,0,0,0,0,0
12,No Physical Activity,68,0,0,0,0,0
12,Floors Climbed,71,0,0,0,0,1
13,No Physical Activity,64,0,0,0,0,0
13,Running,160,20,17209,0,0,0
13,No Physical Activity,71,0,0,0,0,0
13,Floors Climbed,75,0,0,0,0,1
13,No Physical Activity,67,0,0,0,0,0
14,No Physical Activity,69,0,0,0,0,0
15,Running,162,20,22757,0,0,0
16,No Physical Activity,80,0,0,0,0,0
17,Running,164,30,27851,0,0,0
17,No Physical Activity,68,0,0,0,0,0
17,No Physical Activity,67,0,0,0,0,0
18,No Physical Activity,82,0,0,0,0,0
18,No Physical Activity,68,0,0,0,0,0
19,Running,162,10,11345,0,0,0
20,Running,162,20,20116,0,0,0
20,Running,162,30,26360,0,0,0
20,No Physical Activity,68,0,0,0,0,0
20,Running,154,20,33932,0,0,0
20,Running,162,30,28762,0,0,0
20,No Physical Activity,68,0,0,0,0,0
20,No Physical Activity,67,0,0,0,0,0
21,Running,156,10,9124,0,0,0
22,Running,170,30,48731,0,0,0
22,No Physical Activity,74,0,0,0,0,0
22,No Physical Activity,72,0,0,0,0,0
22,No Physical Activity,73,0,0,0,0,0
22,No Physical Activity,73,0,0,0,0,0
22,Running,164,30,28317,0,0,0
22,No Physical Activity,72,0,0,0,0,0
22,No Physical Activity,72,0,0,0,0,0
22,No Physical Activity,70,0,0,0,0,0
14,No Physical Activity,75,0,0,0,0,0
1,Light Sleep,58,0,0,6,11,0
1,REM Sleep,56,0,0,3,5,0
1,REM Sleep,57,0,0,1,2,0
1,REM Sleep,62,0,0,0,0,0
1,REM Sleep,58,0,0,0,1,0
2,Floors Climbed,68,0,0,0,0,1
2,Light Sleep,62,0,0,12,20,0
3,Light Sleep,66,0,0,0,0,0
4,Floors Climbed,73,0,0,0,0,1
6,Floors Climbed,77,0,0,0,0,1
6,Floors Climbed,71,0,0,0,0,1
9,Light Sleep,80,0,0,26,32,0
11,Light Sleep,82,0,0,20,30,0
13,Light Sleep,82,0,0,16,27,0
14,Light Sleep,82,0,0,13,23,0
15,Light Sleep,83,0,0,11,20,0
16,Light Sleep,84,0,0,8,15,0
16,Light Sleep,83,0,0,8,16,0
16,Light Sleep,83,0,0,10,18,0
17,Light Sleep,85,0,0,7,14,0
17,Light Sleep,84,0,0,7,14,0
18,REM Sleep,85,0,0,6,14,0
18,Light Sleep,85,0,0,6,14,0
0,Light Sleep,55,0,0,8,12,0
0,Light Sleep,54,0,0,4,5,0
0,REM Sleep,55,0,0,1,1,0
1,Light Sleep,58,0,0,11,18,0
1,REM Sleep,60,0,0,0,0,0
2,Light Sleep,59,0,0,9,17,0
2,Light Sleep,59,0,0,7,15,0
2,Light Sleep,58,0,0,5,12,0
2,REM Sleep,57,0,0,4,9,0
2,Light Sleep,51,0,0,4,7,0
2,REM Sleep,52,0,0,3,5,0
2,Light Sleep,51,0,0,4,6,0
3,Light Sleep,51,0,0,9,12,0
3,Light Sleep,51,0,0,5,8,0
3,REM Sleep,56,0,0,3,7,0
3,REM Sleep,54,0,0,3,5,0
4,Floors Climbed,53,0,0,0,0,1
4,Light Sleep,64,0,0,0,1,0
8,No Physical Activity,56,0,0,0,0,0
8,Floors Climbed,67,0,0,0,0,1
16,No Physical Activity,57,0,0,0,0,0
20,Running,128,100,63678,0,0,0
21,No Physical Activity,60,0,0,0,0,0
22,No Physical Activity,73,0,0,0,0,0
22,Running,152,10,12504,0,0,0
22,No Physical Activity,68,0,0,0,0,0
22,Running,152,10,14095,0,0,0
22,Running,150,20,16246,0,0,0
22,Running,144,30,22035,0,0,0
22,Running,136,50,35031,0,0,0
14,Walking,93,140,109268,0,0,0
0,Running,110,117,44155,0,0,0
0,Running,110,114,45916,0,0,0
0,Running,110,114,45982,0,0,0
0,Running,110,130,48703,0,0,0
0,Running,110,138,46966,0,0,0
2,Running,118,130,81708,0,0,0
4,Running,122,120,88705,0,0,0
8,Running,124,140,112539,0,0,0
1,Floors Climbed,57,0,0,0,0,1
1,Floors Climbed,56,0,0,0,0,1
1,Floors Climbed,56,0,0,0,0,1
1,Floors Climbed,56,0,0,0,0,1
1,Floors Climbed,56,0,0,0,0,1
1,Floors Climbed,55,0,0,0,0,1
1,Floors Climbed,55,0,0,0,0,1
2,Floors Climbed,58,0,0,0,0,1
2,Floors Climbed,58,0,0,0,0,1
2,No Physical Activity,57,0,0,0,0,0
2,Floors Climbed,56,0,0,0,0,1
2,Floors Climbed,55,0,0,0,0,1
3,Floors Climbed,59,0,0,0,0,1
3,No Physical Activity,58,0,0,0,0,0
3,No Physical Activity,57,0,0,0,0,0
4,No Physical Activity,58,0,0,0,0,0
4,No Physical Activity,58,0,0,0,0,0
4,Light Sleep,60,0,0,7,7,0
4,No Physical Activity,58,0,0,0,0,0
4,Light Sleep,60,0,0,7,7,0
5,Light Sleep,72,0,0,7,13,0
5,Light Sleep,70,0,0,6,12,0
5,Light Sleep,69,0,0,6,10,0
5,Light Sleep,68,0,0,6,9,0
5,Light Sleep,67,0,0,6,9,0
5,Light Sleep,66,0,0,6,9,0
5,No Physical Activity,59,0,0,0,0,0
5,Light Sleep,64,0,0,7,9,0
5,No Physical Activity,59,0,0,0,0,0
5,Light Sleep,62,0,0,7,8,0
6,Light Sleep,77,0,0,11,25,0
6,Light Sleep,76,0,0,9,21,0
6,Light Sleep,75,0,0,8,18,0
6,Light Sleep,73,0,0,8,15,0
6,No Physical Activity,68,0,0,0,0,0
6,No Physical Activity,66,0,0,0,0,0
6,No Physical Activity,61,0,0,0,0,0
6,No Physical Activity,60,0,0,0,0,0
6,No Physical Activity,59,0,0,0,0,0
7,Light Sleep,77,0,0,15,31,0
7,Light Sleep,77,0,0,14,29,0
7,No Physical Activity,72,0,0,0,0,0
7,No Physical Activity,70,0,0,0,0,0
7,No Physical Activity,69,0,0,0,0,0
7,No Physical Activity,64,0,0,0,0,0
7,No Physical Activity,62,0,0,0,0,0
8,Light Sleep,77,0,0,15,31,0
8,Running,152,10,8668,0,0,0
8,Running,146,10,8199,0,0,0
9,Light Sleep,77,0,0,16,30,0
9,Running,156,10,9281,0,0,0
10,Light Sleep,78,0,0,15,29,0
10,Running,160,10,10375,0,0,0
10,Floors Climbed,68,0,0,0,0,1
11,Light Sleep,79,0,0,14,26,0
11,Light Sleep,78,0,0,15,27,0
12,Light Sleep,79,0,0,13,25,0
12,Running,164,10,12575,0,0,0
12,No Physical Activity,73,0,0,0,0,0
13,Light Sleep,80,0,0,12,23,0
14,Light Sleep,80,0,0,12,22,0
14,Running,168,20,16481,0,0,0
15,Light Sleep,80,0,0,10,20,0
16,No Physical Activity,80,0,0,0,0,0
16,Light Sleep,80,0,0,9,18,0
17,Running,170,20,20500,0,0,0
17,Light Sleep,80,0,0,9,17,0
18,Light Sleep,80,0,0,8,16,0
18,Light Sleep,80,0,0,9,17,0
19,Light Sleep,80,0,0,8,16,0
20,No Physical Activity,83,0,0,0,0,0
20,Light Sleep,78,0,0,4,8,0
20,Light Sleep,80,0,0,6,12,0
20,Light Sleep,80,0,0,8,15,0
20,Running,170,30,21061,0,0,0
21,Running,168,10,15492,0,0,0
21,Light Sleep,79,0,0,5,9,0
21,Running,170,30,21453,0,0,0
22,Running,170,20,20773,0,0,0
11,Running,138,10,12327,0,0,0
15,Running,146,10,19127,0,0,0
21,Running,156,30,49976,0,0,0
21,No Physical Activity,78,0,0,0,0,0
22,Running,168,30,37829,0,0,0
22,Running,160,10,12250,0,0,0
15,Light Sleep,76,0,0,0,0,0
8,Light Sleep,74,0,0,6,16,0
8,REM Sleep,72,0,0,5,12,0
8,REM Sleep,70,0,0,3,8,0
8,REM Sleep,69,0,0,2,5,0
8,REM Sleep,70,0,0,1,2,0
9,Light Sleep,76,0,0,8,19,0
10,Light Sleep,80,0,0,9,21,0
10,Light Sleep,78,0,0,9,20,0
10,Floors Climbed,68,0,0,0,0,1
10,Light Sleep,73,0,0,0,1,0
11,Light Sleep,81,0,0,10,22,0
12,Light Sleep,82,0,0,10,22,0
13,Light Sleep,84,0,0,11,23,0
13,Light Sleep,83,0,0,10,22,0
14,Light Sleep,84,0,0,11,22,0
14,Light Sleep,84,0,0,11,23,0
15,Light Sleep,84,0,0,11,21,0
15,Light Sleep,84,0,0,11,22,0
16,Light Sleep,84,0,0,10,18,0
16,Light Sleep,84,0,0,11,20,0
17,Light Sleep,85,0,0,8,16,0
17,Light Sleep,84,0,0,8,16,0
18,REM Sleep,85,0,0,6,14,0
18,Light Sleep,85,0,0,7,14,0
11,Running,138,10,12638,0,0,0
15,Running,146,10,18224,0,0,0
21,Running,156,30,46678,0,0,0
21,No Physical Activity,78,0,0,0,0,0
22,Running,168,30,36857,0,0,0
22,Running,160,10,12704,0,0,0
15,Floors Climbed,76,0,0,0,0,1
7,Light Sleep,71,0,0,5,12,0
7,REM Sleep,70,0,0,3,8,0
8,Light Sleep,76,0,0,8,19,0
8,Light Sleep,74,0,0,6,16,0
8,REM Sleep,69,0,0,2,4,0
8,REM Sleep,70,0,0,1,2,0
9,Light Sleep,78,0,0,9,22,0
9,Light Sleep,73,0,0,0,1,0
10,Light Sleep,80,0,0,10,23,0
11,Light Sleep,82,0,0,10,23,0
12,Light Sleep,83,0,0,11,23,0
13,Light Sleep,84,0,0,11,23,0
13,Light Sleep,83,0,0,11,23,0
14,Light Sleep,84,0,0,11,22,0
15,Light Sleep,84,0,0,11,20,0
15,Light Sleep,84,0,0,11,21,0
15,Light Sleep,84,0,0,11,22,0
16,Light Sleep,84,0,0,10,18,0
16,Light Sleep,84,0,0,11,20,0
17,Light Sleep,85,0,0,8,16,0
17,Light Sleep,85,0,0,8,16,0
18,REM Sleep,85,0,0,6,14,0
18,Light Sleep,85,0,0,6,14,0
2,Light Sleep,59,0,0,14,18,0
2,Light Sleep,57,0,0,7,10,0
2,REM Sleep,59,0,0,1,1,0
2,Light Sleep,56,0,0,4,6,0
2,REM Sleep,57,0,0,2,2,0
3,Floors Climbed,62,0,0,0,0,1
4,No Physical Activity,61,0,0,0,0,0
4,No Physical Activity,60,0,0,0,0,0
4,Light Sleep,63,0,0,0,0,0
5,No Physical Activity,60,0,0,0,0,0
5,Running,119,10,9060,0,0,0
5,No Physical Activity,60,0,0,0,0,0
5,No Physical Activity,60,0,0,0,0,0
6,No Physical Activity,62,0,0,0,0,0
6,Running,118,10,9184,0,0,0
7,No Physical Activity,63,0,0,0,0,0
7,Light Sleep,65,0,0,1,1,0
8,Floors Climbed,67,0,0,0,0,1
9,Floors Climbed,65,0,0,0,0,1
9,No Physical Activity,63,0,0,0,0,0
10,No Physical Activity,64,0,0,0,0,0
11,Running,138,10,11383,0,0,0
12,No Physical Activity,65,0,0,0,0,0
13,No Physical Activity,65,0,0,0,0,0
14,No Physical Activity,72,0,0,0,0,0
15,No Physical Activity,66,0,0,0,0,0
17,Floors Climbed,66,0,0,0,0,1
17,No Physical Activity,67,0,0,0,0,0
18,Floors Climbed,76,0,0,0,0,1
19,No Physical Activity,67,0,0,0,0,0
20,Running,152,20,34456,0,0,0
20,No Physical Activity,66,0,0,0,0,0
21,No Physical Activity,70,0,0,0,0,0
21,No Physical Activity,67,0,0,0,0,0
22,Running,168,30,36904,0,0,0
22,No Physical Activity,75,0,0,0,0,0
22,No Physical Activity,73,0,0,0,0,0
22,Running,166,20,19651,0,0,0
22,No Physical Activity,70,0,0,0,0,0
22,No Physical Activity,68,0,0,0,0,0
22,Running,156,10,6381,0,0,0
4,Light Sleep,67,0,0,5,12,0
4,REM Sleep,65,0,0,3,7,0
4,REM Sleep,64,0,0,1,4,0
4,REM Sleep,66,0,0,1,2,0
5,Light Sleep,71,0,0,9,19,0
6,Light Sleep,74,0,0,12,25,0
6,REM Sleep,69,0,0,0,1,0
7,Light Sleep,77,0,0,14,28,0
8,Light Sleep,80,0,0,14,29,0
9,Light Sleep,74,0,0,0,0,0
10,Light Sleep,81,0,0,14,27,0
11,Light Sleep,82,0,0,13,25,0
12,Light Sleep,83,0,0,12,24,0
13,Light Sleep,83,0,0,12,23,0
14,Light Sleep,84,0,0,11,21,0
14,Light Sleep,84,0,0,11,22,0
15,Light Sleep,84,0,0,11,20,0
16,Light Sleep,84,0,0,9,17,0
16,Light Sleep,84,0,0,10,18,0
17,Light Sleep,85,0,0,7,15,0
17,Light Sleep,85,0,0,8,16,0
18,REM Sleep,85,0,0,6,14,0
18,Light Sleep,85,0,0,6,14,0
1,Light Sleep,58,0,0,10,16,0
1,Light Sleep,57,0,0,8,13,0
1,Light Sleep,56,0,0,5,8,0
1,REM Sleep,55,0,0,2,3,0
1,REM Sleep,57,0,0,0,0,0
2,Light Sleep,59,0,0,8,16,0
2,Light Sleep,59,0,0,9,17,0
3,Light Sleep,52,0,0,11,14,0
3,Light Sleep,59,0,0,7,15,0
3,Light Sleep,56,0,0,6,11,0
3,REM Sleep,57,0,0,4,8,0
3,REM Sleep,56,0,0,3,6,0
3,Light Sleep,50,0,0,5,8,0
3,REM Sleep,56,0,0,3,6,0
3,Light Sleep,63,0,0,0,0,0
3,REM Sleep,55,0,0,3,5,0
3,Light Sleep,50,0,0,5,7,0
3,REM Sleep,54,0,0,2,4,0
3,Light Sleep,50,0,0,4,6,0
